unique_id,doctor_id,specialty,medication,nb_beneficiaries,spending
SA744282,1245419324,NURSE PRACTITIONER,"PEN NEEDLE, DIABETIC",18,1074.46
RP200419,1669786000,PSYCHIATRY,LISINOPRIL,13,68.56
FE608922,1235214669,GERIATRIC MEDICINE,NYSTATIN,94,3455.0
CW202557,1518173624,GENERAL PRACTICE,TEMAZEPAM,20,92.45
PJ269795,1174635916,INTERNAL MEDICINE,NAPROXEN,33,144.1
FY890726,1003057381,INTERNAL MEDICINE,NADOLOL,15,2745.59
KM578941,1942253026,FAMILY PRACTICE,CARVEDILOL,40,452.63
ML683328,1982690129,INTERNAL MEDICINE,CYCLOBENZAPRINE HCL,21,116.19
OA416604,1780766097,INTERNAL MEDICINE,SITAGLIPTIN PHOSPHATE,12,4879.5
HK676198,1184666117,INTERNAL MEDICINE,EZETIMIBE/SIMVASTATIN,78,17464.3
CL756915,1699979310,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,65,16362.13
TL827658,1487672564,INTERNAL MEDICINE,OXYCODONE HCL,12,4783.22
NB730718,1083927792,PHYSICIAN ASSISTANT,SPIRONOLACTONE,16,50.72
PG426867,1396881447,FAMILY PRACTICE,SUMATRIPTAN SUCCINATE,13,1521.5
JL863559,1134221625,INTERNAL MEDICINE,SITAGLIPTIN PHOSPHATE,39,18740.2
SG455015,1548278187,CARDIAC ELECTROPHYSIOLOGY,IRBESARTAN/HYDROCHLOROTHIAZIDE,13,186.68
VD138889,1184606279,INTERNAL MEDICINE,QUETIAPINE FUMARATE,23,1669.83
AK799698,1609883701,ENDOCRINOLOGY,CARVEDILOL,33,630.16
UD811606,1508860214,FAMILY PRACTICE,VALSARTAN/HYDROCHLOROTHIAZIDE,102,1871.51
OD445990,1841366820,INTERNAL MEDICINE,FUROSEMIDE,13,19.9
LN740855,1063453868,GASTROENTEROLOGY,ONDANSETRON HCL,19,362.97
HN316853,1245299270,FAMILY PRACTICE,GEMFIBROZIL,95,1153.77
CR291733,1700043114,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",15,369.0
FO383009,1568471993,INTERNAL MEDICINE,IBANDRONATE SODIUM,23,1451.7
NO201951,1609923598,CARDIOLOGY,FUROSEMIDE,187,692.21
FZ665330,1649330119,FAMILY PRACTICE,SERTRALINE HCL,22,167.41
RB238831,1588752067,GERIATRIC MEDICINE,FLUCONAZOLE,19,276.4
JC756493,1578500997,INTERNAL MEDICINE,SILDENAFIL CITRATE,22,4259.64
CZ468816,1982626461,FAMILY PRACTICE,ESTRADIOL,23,810.95
AE727639,1699777888,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,22,581.44
TM163887,1275512469,INTERNAL MEDICINE,CLONIDINE HCL,13,74.02
SU633912,1720070436,INTERNAL MEDICINE,SITAGLIPTIN PHOSPHATE,68,16720.56
NY548933,1902858616,PHYSICIAN ASSISTANT,PAROXETINE HCL,51,425.62
ZL515625,1619989639,INTERNAL MEDICINE,NATEGLINIDE,12,932.71
EI229529,1265410898,PSYCHIATRY,BUSPIRONE HCL,25,542.52
PH501599,1437130846,OPHTHALMOLOGY,OFLOXACIN,275,4956.54
BE207973,1861770893,NURSE PRACTITIONER,CLOPIDOGREL BISULFATE,37,276.22
YR474037,1609925700,PSYCHIATRY,OLANZAPINE,21,4792.25
HF443526,1083698740,FAMILY PRACTICE,SIMVASTATIN,243,1985.21
DF515368,1356631303,INTERNAL MEDICINE,ALLOPURINOL,35,285.52
QC255896,1659337368,NURSE PRACTITIONER,GLIPIZIDE,42,285.48
ML911249,1366463390,FAMILY PRACTICE,NIFEDIPINE,14,726.28
DY559916,1891929832,PSYCHIATRY,ESCITALOPRAM OXALATE,30,870.54
ME287111,1427043421,INFECTIOUS DISEASE,DICYCLOMINE HCL,13,90.66
ED810943,1184619017,INTERNAL MEDICINE,CLONAZEPAM,112,791.22
TW709918,1164441663,FAMILY PRACTICE,TEMAZEPAM,55,2747.99
AQ878354,1013160613,NURSE PRACTITIONER,HALOPERIDOL DECANOATE,30,3275.05
RP755547,1679515530,MEDICAL ONCOLOGY,HYDROXYUREA,20,846.65
SX745943,1992792568,FAMILY PRACTICE,SOMATROPIN,13,148207.54
NN304814,1154412518,NURSE PRACTITIONER,RAMIPRIL,11,164.5
MJ457774,1083650667,INTERNAL MEDICINE,ISOSORBIDE DINITRATE,12,691.58
ST393323,1154436327,FAMILY PRACTICE,MONTELUKAST SODIUM,31,648.12
KO295191,1922047760,INTERNAL MEDICINE,RANITIDINE HCL,161,1595.55
FM395245,1457394850,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",19,12858.55
LK979874,1447255393,PSYCHIATRY,PAROXETINE HCL,15,188.54
UA544474,1245649813,NURSE PRACTITIONER,FUROSEMIDE,23,45.35
HP201252,1346482635,INTERNAL MEDICINE,ALBUTEROL SULFATE,58,2613.89
YY444538,1730152448,GENERAL SURGERY,HYDROCODONE/ACETAMINOPHEN,31,498.25
PI919811,1376772921,INTERNAL MEDICINE,METOPROLOL TARTRATE,16,47.37
NT732637,1154383313,NEUROLOGY,OXCARBAZEPINE,13,708.88
AK809463,1659364347,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,35,10917.15
HA227194,1477679892,PAIN MANAGEMENT,NORTRIPTYLINE HCL,78,698.07
AX881337,1194712604,PHYSICIAN ASSISTANT,TAMSULOSIN HCL,701,17602.67
FW740746,1154686681,PSYCHIATRY & NEUROLOGY,CITALOPRAM HYDROBROMIDE,23,100.89
ZM321125,1154390193,INTERNAL MEDICINE,CYCLOBENZAPRINE HCL,43,411.9
XN542703,1912986035,CARDIOLOGY,FUROSEMIDE,99,358.2
NM615063,1881636520,CERTIFIED CLINICAL NURSE SPECIALIST,MIRTAZAPINE,124,1318.22
DN443447,1104886035,NEUROLOGY,GABAPENTIN,69,999.21
OO870230,1255435244,INTERNAL MEDICINE,MELOXICAM,213,1140.25
PU310757,1033197876,INTERNAL MEDICINE,ENOXAPARIN SODIUM,12,3237.0
HR689665,1639457419,FAMILY PRACTICE,ROPINIROLE HCL,11,861.34
XQ353669,1265545891,FAMILY PRACTICE,TELMISARTAN/HYDROCHLOROTHIAZID,23,2442.04
AI487136,1639155153,INTERNAL MEDICINE,NIFEDIPINE,19,562.25
TP676071,1598735995,PHYSICIAN ASSISTANT,SERTRALINE HCL,34,109.59
QI898313,1427137439,INTERNAL MEDICINE,PANTOPRAZOLE SODIUM,47,551.74
SC662510,1033173885,NEUROLOGY,HYDROMORPHONE HCL,15,774.57
YS133055,1114079720,INTERNAL MEDICINE,"ESTROGENS, CONJUGATED",12,1407.64
ZC308402,1851398879,PHYSICIAN ASSISTANT,OSELTAMIVIR PHOSPHATE,22,2839.23
FZ131588,1114920824,INTERNAL MEDICINE,MECLIZINE HCL,16,120.12
HV875688,1134161904,CARDIOLOGY,LISINOPRIL,405,2113.84
WF383498,1891744538,FAMILY PRACTICE,IMIPRAMINE HCL,12,107.34
YN960315,1700813607,INTERNAL MEDICINE,ESCITALOPRAM OXALATE,98,1292.42
FJ830995,1407888746,PSYCHIATRY,VENLAFAXINE HCL,23,173.57
TE611659,1972706083,EMERGENCY MEDICINE,FLUTICASONE PROPIONATE,13,118.76
EG276210,1518900422,FAMILY PRACTICE,ATENOLOL,72,677.41
OI297656,1013019280,FAMILY PRACTICE,QUETIAPINE FUMARATE,18,261.44
KD378231,1710915848,INTERNAL MEDICINE,MELOXICAM,159,1006.22
CT712753,1518995851,INTERNAL MEDICINE,VENLAFAXINE HCL,24,1009.21
OL542690,1982780078,INTERNAL MEDICINE,PREGABALIN,36,8974.4
HP286880,1780609602,PLASTIC AND RECONSTRUCTIVE SURGERY,SULFAMETHOXAZOLE/TRIMETHOPRIM,12,59.15
WS661463,1467409797,INTERNAL MEDICINE,METFORMIN HCL,19,824.02
FI442520,1477511574,INTERNAL MEDICINE,HYDRALAZINE HCL,39,504.09
NS362073,1396769634,FAMILY PRACTICE,SUMATRIPTAN SUCCINATE,21,2285.55
DJ972265,1821047218,INTERNAL MEDICINE,QUINAPRIL HCL,64,1559.63
NU337617,1578564084,CERTIFIED CLINICAL NURSE SPECIALIST,SOTALOL HCL,82,1686.08
WV539342,1285874057,GENERAL PRACTICE,METHYLPREDNISOLONE,14,173.66
FS546208,1144228339,NURSE PRACTITIONER,PROMETHAZINE HCL,11,62.91
GO641321,1255301404,ALLERGY/IMMUNOLOGY,FLUTICASONE/SALMETEROL,35,14277.61
YE269844,1922271089,NEPHROLOGY,METOPROLOL TARTRATE,60,289.43
KC439299,1760419675,FAMILY PRACTICE,TAMSULOSIN HCL,25,605.9
FN439999,1194795666,NURSE PRACTITIONER,FLUTICASONE PROPIONATE,40,556.33
VN624694,1336394956,INTERNAL MEDICINE,VALSARTAN,12,312.75
DJ755555,1083719991,RHEUMATOLOGY,AZATHIOPRINE,27,751.87
ZE153284,1205243615,PHYSICIAN ASSISTANT,SERTRALINE HCL,15,126.32
PI452198,1073619789,GERIATRIC PSYCHIATRY,CLOZAPINE,20,2280.71
BQ368232,1811900954,INTERNAL MEDICINE,FENOFIBRATE,41,2449.83
KW836738,1902805922,CARDIOLOGY,VERAPAMIL HCL,26,950.31
HJ580614,1578646543,PSYCHIATRY,DULOXETINE HCL,154,15642.64
YM465775,1225093180,INTERNAL MEDICINE,CARBIDOPA/LEVODOPA,37,1278.2
UO133623,1801070867,INTERNAL MEDICINE,ZOLPIDEM TARTRATE,41,435.02
UH223977,1407940877,INTERNAL MEDICINE,SIMVASTATIN,60,449.58
IZ512938,1144268947,INTERNAL MEDICINE,ISOSORB DINIT/HYDRALAZINE HCL,19,7771.62
GJ116196,1467475616,INTERNAL MEDICINE,TEMAZEPAM,51,696.54
AP195266,1295785566,INTERNAL MEDICINE,FINASTERIDE,66,1059.96
JD240247,1093833360,FAMILY PRACTICE,SULFAMETHOXAZOLE/TRIMETHOPRIM,16,205.13
VP958451,1790047157,NURSE PRACTITIONER,AMLODIPINE BESYLATE,24,184.07
EZ755987,1437328051,OPTOMETRY,CARBIDOPA/LEVODOPA,16,299.75
EO108172,1053375816,FAMILY PRACTICE,DEXTROAMPHETAMINE/AMPHETAMINE,11,617.5
WW833230,1457333619,INTERNAL MEDICINE,ALLOPURINOL,27,279.78
OJ846154,1144635343,NURSE PRACTITIONER,FLUTICASONE PROPIONATE,12,97.18
LH668208,1376638700,GENERAL SURGERY,MINOXIDIL,12,126.37
YJ451514,1528032976,INTERNAL MEDICINE,PREGABALIN,13,8934.33
BF897092,1619025293,FAMILY PRACTICE,TERAZOSIN HCL,12,145.32
PH437527,1518953413,FAMILY PRACTICE,PIOGLITAZONE HCL,21,638.58
KN188741,1831109750,INTERNAL MEDICINE,HYDROCORTISONE,20,1156.23
YS172954,1770571838,FAMILY PRACTICE,GLIPIZIDE,440,3305.98
FD280756,1699756312,INTERNAL MEDICINE,TOLTERODINE TARTRATE,14,2494.6
DR563053,1609936244,FAMILY PRACTICE,POTASSIUM CHLORIDE,20,394.12
WA740528,1396726584,GERIATRIC PSYCHIATRY,SERTRALINE HCL,298,1493.43
ZN397146,1457649071,INTERNAL MEDICINE,MONTELUKAST SODIUM,15,327.98
PV293478,1780607960,INTERNAL MEDICINE,MELOXICAM,51,219.13
TD535624,1770526402,DERMATOLOGY,CALCIPOTRIENE,12,8227.59
XO906704,1760667729,FAMILY PRACTICE,PIOGLITAZONE HCL,29,978.91
BH273320,1447260914,INTERNAL MEDICINE,DEXTROMETHORPHAN HBR/QUINIDINE,27,9831.81
LQ762652,1063423150,FAMILY PRACTICE,INSULIN ASPART PROTAM & ASPART,31,9531.45
XS224958,1497821128,INTERNAL MEDICINE,PAROXETINE HCL,45,1438.94
FJ441523,1962497537,INTERNAL MEDICINE,DICLOFENAC SODIUM,24,1643.58
UH169574,1336194299,NURSE PRACTITIONER,AMOXICILLIN/POTASSIUM CLAV,25,315.66
JF656771,1215912050,INTERNAL MEDICINE,METFORMIN HCL,18,236.79
LL888284,1952323321,NURSE PRACTITIONER,BACLOFEN,12,688.73
VV494983,1881671808,FAMILY PRACTICE,CLONIDINE,31,4035.56
XF223083,1790983690,INFECTIOUS DISEASE,SULFAMETHOXAZOLE/TRIMETHOPRIM,11,145.5
ZB209782,1891057691,FAMILY PRACTICE,CLOTRIMAZOLE/BETAMETHASONE DIP,14,863.59
DX882144,1932190774,FAMILY PRACTICE,PRAVASTATIN SODIUM,226,7115.36
KU873981,1114954104,GENERAL PRACTICE,LOSARTAN/HYDROCHLOROTHIAZIDE,181,1997.29
NV409426,1851553119,CARDIOLOGY,POTASSIUM CHLORIDE,119,3147.2
QZ399492,1326072299,UROLOGY,TRIMETHOPRIM,17,393.61
SJ935955,1073602660,INTERNAL MEDICINE,ISOSORBIDE DINITRATE,23,1154.43
VM231590,1558621821,FAMILY PRACTICE,AZITHROMYCIN,13,111.02
CI879060,1043259567,RHEUMATOLOGY,PREGABALIN,28,4441.38
JL689198,1639167158,INTERNAL MEDICINE,PHENOBARBITAL,12,180.18
CA333298,1013924414,DENTIST,IBUPROFEN,23,71.63
IL948579,1750460614,INTERNAL MEDICINE,ALFUZOSIN HCL,11,122.5
BM174827,1649272188,GENERAL PRACTICE,OXYBUTYNIN CHLORIDE,14,463.59
QQ482676,1881694222,GENERAL PRACTICE,LEVOTHYROXINE SODIUM,23,668.58
SC163739,1851390017,CARDIAC ELECTROPHYSIOLOGY,METOPROLOL SUCCINATE,36,1048.31
NK648601,1174741672,FAMILY PRACTICE,LEVOFLOXACIN,19,108.38
ZF465521,1659372829,INTERNAL MEDICINE,IBUPROFEN,84,771.92
NW599989,1346250545,PSYCHIATRY,GLYCOPYRROLATE,16,953.26
AJ301510,1154323228,CARDIOLOGY,AMLODIPINE BESYLATE,121,689.37
VR943979,1336220862,FAMILY PRACTICE,MEMANTINE HCL,14,5661.4
QL985472,1245286079,NURSE PRACTITIONER,GLIMEPIRIDE,185,1837.35
FL455138,1790851509,INTERNAL MEDICINE,ACLIDINIUM BROMIDE,17,5572.17
FE672641,1497725261,FAMILY PRACTICE,MONTELUKAST SODIUM,16,144.1
RN744365,1477620128,INTERNAL MEDICINE,"INSULIN GLARGINE,HUM.REC.ANLOG",22,5518.82
GI556696,1508863218,FAMILY PRACTICE,DICYCLOMINE HCL,13,134.98
OV838749,1285607135,INTERNAL MEDICINE,ALBUTEROL SULFATE,27,1869.7
OS128657,1912068768,INTERNAL MEDICINE,LOSARTAN POTASSIUM,252,1651.26
BF856678,1861501777,FAMILY PRACTICE,BENAZEPRIL HCL,19,278.49
WW655286,1619925849,FAMILY PRACTICE,SPIRONOLACTONE,41,258.05
PJ132430,1083821565,INTERNAL MEDICINE,EZETIMIBE,37,9713.49
PH829165,1184628844,GASTROENTEROLOGY,COLESTIPOL HCL,49,1256.11
YC224669,1851406037,FAMILY PRACTICE,LORAZEPAM,37,177.78
TH167832,1205843505,INTERNAL MEDICINE,OMEPRAZOLE,79,959.69
VU580193,1205944428,PULMONARY DISEASE,POTASSIUM CHLORIDE,19,236.83
YE706809,1811954860,CARDIOLOGY,NITROGLYCERIN,17,343.06
GD257892,1164749354,INTERNAL MEDICINE,ISOSORBIDE DINITRATE,23,1978.04
LL942995,1730102278,FAMILY PRACTICE,ALBUTEROL SULFATE,41,2313.59
EA620027,1023379997,FAMILY PRACTICE,LOSARTAN POTASSIUM,15,213.83
HI882160,1255371613,INTERNAL MEDICINE,BUPRENORPHINE HCL/NALOXONE HCL,36,15535.74
QP150748,1073563136,INTERNAL MEDICINE,VALSARTAN,25,4009.04
YV603785,1437583275,NURSE PRACTITIONER,RIVAROXABAN,13,4185.57
FF652066,1023340379,PHYSICIAN ASSISTANT,OMEPRAZOLE,24,306.32
SZ272252,1205827680,INTERNAL MEDICINE,GABAPENTIN,131,1707.55
IE570334,1730190588,INTERNAL MEDICINE,DONEPEZIL HCL,119,1597.19
WY753843,1346665965,NURSE PRACTITIONER,METOPROLOL TARTRATE,49,270.46
DS622974,1013069699,ANESTHESIOLOGY,FENTANYL,47,4160.57
KH407573,1154382299,INTERNAL MEDICINE,PRAMIPEXOLE DI-HCL,22,630.81
IN204512,1154581429,NURSE PRACTITIONER,ALPRAZOLAM,29,105.17
IU610446,1578557575,GASTROENTEROLOGY,RANITIDINE HCL,39,320.26
LT943377,1740236140,FAMILY PRACTICE,CLONIDINE HCL,19,131.43
IZ159422,1477647097,INTERNAL MEDICINE,POLYETHYLENE GLYCOL 3350,19,293.66
OC431201,1518038033,NURSE PRACTITIONER,LOSARTAN POTASSIUM,34,276.46
NE283006,1124061262,GERIATRIC MEDICINE,ZOLPIDEM TARTRATE,45,381.8
UH302991,1942248588,INTERNAL MEDICINE,VALSARTAN,17,1910.2
HV680331,1740235092,INTERNAL MEDICINE,GLIMEPIRIDE,121,1909.98
QV338866,1962463398,INTERNAL MEDICINE,AMOXICILLIN/POTASSIUM CLAV,11,96.22
ZR884364,1316931355,INTERNAL MEDICINE,LEVETIRACETAM,41,1628.6
CM184408,1871521252,INTERVENTIONAL PAIN MANAGEMENT,PROMETHAZINE HCL,132,1075.52
HA716506,1730190588,INTERNAL MEDICINE,IBUPROFEN,22,284.18
ZZ288194,1437321965,FAMILY PRACTICE,CHLORHEXIDINE GLUCONATE,11,99.31
UU531174,1083616429,PSYCHIATRY,DOXEPIN HCL,65,2992.31
UH477343,1982687992,NURSE PRACTITIONER,LISINOPRIL,26,680.11
VS937730,1033309240,HEMATOLOGY/ONCOLOGY,AMITRIPTYLINE HCL,11,94.89
NJ623532,1134175961,FAMILY PRACTICE,MEMANTINE HCL,11,3546.78
QD160919,1386636025,INTERNAL MEDICINE,CELECOXIB,25,4709.39
FQ142778,1083690101,FAMILY PRACTICE,WARFARIN SODIUM,11,123.7
HR751169,1821070012,NURSE PRACTITIONER,TRAZODONE HCL,17,230.04
UY125922,1639154883,CRITICAL CARE (INTENSIVISTS),FLUTICASONE/VILANTEROL,18,6601.92
SK682931,1538136718,MEDICAL ONCOLOGY,FUROSEMIDE,13,43.6
TY767450,1366715179,NURSE PRACTITIONER,SIMVASTATIN,17,65.44
CX546924,1841297066,FAMILY PRACTICE,PIOGLITAZONE HCL,12,687.35
AP872622,1114995982,FAMILY PRACTICE,CYCLOBENZAPRINE HCL,16,67.78
IY331871,1053654509,NURSE PRACTITIONER,FLUOXETINE HCL,23,874.6
QS763269,1528088846,EMERGENCY MEDICINE,ENALAPRIL MALEATE,49,1349.42
WK723499,1891805610,INTERNAL MEDICINE,MUPIROCIN,37,644.45
VP985048,1598732430,PULMONARY DISEASE,CEFDINIR,12,310.71
ND278742,1457392862,INTERNAL MEDICINE,LEVOCETIRIZINE DIHYDROCHLORIDE,109,1457.1
NT890278,1922210939,CARDIOLOGY,DILTIAZEM HCL,12,378.89
XR936624,1508887365,INTERNAL MEDICINE,TRIAMTERENE/HYDROCHLOROTHIAZID,12,618.5
DS701871,1376552075,INTERNAL MEDICINE,ALLOPURINOL,157,2678.34
GJ278932,1134139991,ADDICTION MEDICINE,BUSPIRONE HCL,49,817.88
MC463265,1134239130,INTERNAL MEDICINE,TAMSULOSIN HCL,99,3675.89
JH770195,1609826593,INTERNAL MEDICINE,NITROGLYCERIN,28,488.96
GL798391,1740256437,INTERNAL MEDICINE,AMITRIPTYLINE HCL,38,784.91
IM449538,1891767703,GENERAL PRACTICE,METOPROLOL TARTRATE,30,134.3
LZ135373,1184636714,FAMILY PRACTICE,LEVOFLOXACIN,14,112.43
CA229188,1538225610,FAMILY PRACTICE,CARBIDOPA/LEVODOPA,39,743.66
HX561363,1104816859,INTERNAL MEDICINE,GEMFIBROZIL,33,515.04
SP114754,1578565214,INTERNAL MEDICINE,HYDRALAZINE HCL,59,1257.88
ZS629915,1740293166,FAMILY PRACTICE,BUPROPION HCL,20,1935.22
ST294891,1942374681,INTERNAL MEDICINE,METFORMIN HCL,17,121.41
OV389807,1205876448,FAMILY PRACTICE,OMEPRAZOLE,28,532.95
YS228318,1962439646,INTERNAL MEDICINE,NIFEDIPINE,152,4563.98
LF635728,1831175132,FAMILY PRACTICE,ALPRAZOLAM,19,86.07
RR231173,1104827906,UROLOGY,RANITIDINE HCL,16,148.49
FZ204861,1558462648,INTERNAL MEDICINE,LEVOFLOXACIN,11,168.14
UR773939,1578543443,GENERAL PRACTICE,GEMFIBROZIL,33,221.75
JA398507,1215160510,PHYSICIAN ASSISTANT,HYDROCODONE/ACETAMINOPHEN,72,1229.06
HN586630,1366763385,NURSE PRACTITIONER,TOPIRAMATE,12,324.46
FK633006,1699773804,HEMATOLOGY/ONCOLOGY,SOLIFENACIN SUCCINATE,12,2956.99
QX737878,1922005347,FAMILY PRACTICE,CLONIDINE HCL,50,376.41
HQ671502,1528391794,NURSE PRACTITIONER,LACTULOSE,47,620.25
NY892218,1033107750,FAMILY PRACTICE,VENLAFAXINE HCL,30,1539.76
FK991028,1841449980,FAMILY PRACTICE,AMLODIPINE BESYLATE,77,351.23
IL987314,1861725889,PHYSICIAN ASSISTANT,GLIPIZIDE,14,142.14
NM167033,1245355155,PSYCHIATRY & NEUROLOGY,PALIPERIDONE PALMITATE,13,42287.44
XO673127,1104853860,FAMILY PRACTICE,AMITRIPTYLINE HCL,23,826.42
FV116608,1821056649,FAMILY PRACTICE,PENICILLIN V POTASSIUM,28,38.46
RX287212,1346310174,INTERNAL MEDICINE,SOTALOL HCL,17,751.27
MA768876,1235286584,INTERNAL MEDICINE,TOLTERODINE TARTRATE,13,2816.0
TD743540,1063585347,INTERNAL MEDICINE,TRAZODONE HCL,59,493.05
UX635293,1023129491,INTERNAL MEDICINE,URSODIOL,11,3152.13
CG882836,1255661658,PSYCHIATRY,LAMOTRIGINE,13,160.8
BZ611868,1912986498,INTERNAL MEDICINE,SULFAMETHOXAZOLE/TRIMETHOPRIM,23,123.31
MG980388,1558306019,FAMILY PRACTICE,GABAPENTIN,75,1707.98
MF136523,1598715823,FAMILY PRACTICE,GEMFIBROZIL,21,554.61
LP623591,1144532680,GENERAL SURGERY,VALGANCICLOVIR HCL,14,34266.54
FX933658,1871505503,GENERAL SURGERY,DIAZEPAM,20,69.46
MH122618,1104887272,GENERAL SURGERY,CARISOPRODOL,12,1157.86
AK141611,1104995596,NURSE PRACTITIONER,WARFARIN SODIUM,46,420.68
KC873329,1013939081,INTERNAL MEDICINE,CLOTRIMAZOLE/BETAMETHASONE DIP,13,793.14
OV132436,1821212218,PSYCHIATRY & NEUROLOGY,NORTRIPTYLINE HCL,13,84.18
HI355901,1578857835,INTERNAL MEDICINE,ATENOLOL,16,118.07
HO135664,1851449680,FAMILY PRACTICE,AMLODIPINE BESYLATE,143,3284.72
CR262621,1790816551,DENTIST,METFORMIN HCL,12,48.81
UJ467828,1760421564,INTERVENTIONAL CARDIOLOGY,METOLAZONE,17,602.96
LC555965,1164478038,INTERNAL MEDICINE,EPINEPHRINE,13,5984.49
OH101944,1588737373,NURSE PRACTITIONER,IPRATROPIUM BROMIDE,25,440.64
KE915373,1588653141,CARDIOLOGY,RAMIPRIL,27,937.06
KM949016,1689759714,NURSE PRACTITIONER,RANITIDINE HCL,13,123.46
GE476867,1033164371,INTERNAL MEDICINE,OXYCODONE HCL/ACETAMINOPHEN,145,5923.26
WV319179,1437328051,OPTOMETRY,BACLOFEN,13,123.57
JK289003,1740361583,FAMILY PRACTICE,CALCITRIOL,36,1787.43
UG455738,1902824154,GENERAL PRACTICE,OXYCODONE HCL/ACETAMINOPHEN,176,1518.84
JJ472171,1386747160,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC, SAFETY",12,781.8
LU773054,1750330189,FAMILY PRACTICE,PANTOPRAZOLE SODIUM,45,383.09
WX164083,1134295132,FAMILY PRACTICE,COLESEVELAM HCL,11,5516.0
AI116453,1841248309,FAMILY PRACTICE,OSELTAMIVIR PHOSPHATE,25,3099.51
ZT931373,1558442368,INTERNAL MEDICINE,PITAVASTATIN CALCIUM,18,3288.96
PR340894,1821047218,INTERNAL MEDICINE,METHYLPREDNISOLONE,67,1309.15
HF670971,1134356272,FAMILY PRACTICE,FLUTICASONE/SALMETEROL,23,7192.42
RY786278,1568479913,DENTIST,PENICILLIN V POTASSIUM,45,402.35
DC413935,1437347358,NURSE PRACTITIONER,ALPRAZOLAM,28,195.17
XN649115,1316933807,NURSE PRACTITIONER,LIDOCAINE,12,3284.39
PJ648339,1326268400,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,27,1579.78
YE369883,1922054675,INTERNAL MEDICINE,CLONAZEPAM,124,622.6
GD272364,1134355217,INTERNAL MEDICINE,HYDROCODONE/ACETAMINOPHEN,58,1423.2
VH430536,1205144946,NURSE PRACTITIONER,OXYBUTYNIN CHLORIDE,18,486.91
KA171516,1619281748,NURSE PRACTITIONER,INSULIN ASPART,19,3285.75
PB338791,1063726586,PHYSICIAN ASSISTANT,HYDROCODONE/ACETAMINOPHEN,28,220.92
SI604541,1225019045,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,35,210.76
FI207204,1033178777,FAMILY PRACTICE,ESOMEPRAZOLE MAGNESIUM,24,5353.04
PU461766,1750417283,PHYSICAL MEDICINE AND REHABILITATION,ALPRAZOLAM,72,393.31
JA124969,1265588065,INFECTIOUS DISEASE,METOPROLOL SUCCINATE,13,865.34
OX743356,1073703096,NEUROLOGY,CHLORPROMAZINE HCL,11,706.7
CB414989,1346558822,PHYSICIAN ASSISTANT,RIZATRIPTAN BENZOATE,11,244.52
AH992517,1457355083,FAMILY PRACTICE,PRAMIPEXOLE DI-HCL,15,144.75
UO775956,1619394236,NURSE PRACTITIONER,AZITHROMYCIN,14,68.54
PG311660,1750344552,INTERNAL MEDICINE,DEXTROMETHORPHAN HBR/QUINIDINE,71,20387.15
OM151149,1326005786,INTERNAL MEDICINE,OXYBUTYNIN CHLORIDE,25,890.75
RA530247,1851311021,PSYCHIATRY,NEFAZODONE HCL,17,956.94
QQ600122,1164707642,NURSE PRACTITIONER,TERAZOSIN HCL,15,106.6
RT533978,1407946833,FAMILY PRACTICE,AZITHROMYCIN,16,98.05
WD974728,1396878724,INTERNAL MEDICINE,RIVAROXABAN,28,4689.04
JX290339,1073616611,NEPHROLOGY,TAMSULOSIN HCL,80,2776.48
GJ635901,1265461792,INTERNAL MEDICINE,WARFARIN SODIUM,15,59.85
BM994104,1528046315,INTERNAL MEDICINE,CELECOXIB,55,4502.54
MI791810,1457553836,NEUROSURGERY,ACETAMINOPHEN WITH CODEINE,11,76.37
JI891881,1285658666,EMERGENCY MEDICINE,PREDNISONE,11,23.43
YR890439,1750474557,INTERNAL MEDICINE,POLYETHYLENE GLYCOL 3350,15,824.0
RW405665,1346200961,NEPHROLOGY,METOPROLOL TARTRATE,67,356.98
BX839312,1548284318,INTERNAL MEDICINE,PANTOPRAZOLE SODIUM,13,135.65
GC705507,1841285277,INFECTIOUS DISEASE,ALBUTEROL SULFATE,12,630.84
BL648177,1710915848,INTERNAL MEDICINE,ROSUVASTATIN CALCIUM,38,11804.34
SV494792,1487045605,NURSE PRACTITIONER,SULFAMETHOXAZOLE/TRIMETHOPRIM,25,144.35
IB156318,1609278845,PHYSICIAN ASSISTANT,BUSPIRONE HCL,15,416.98
PF214709,1144312869,FAMILY PRACTICE,LOSARTAN/HYDROCHLOROTHIAZIDE,19,620.05
KE382886,1881687093,GASTROENTEROLOGY,ESOMEPRAZOLE MAGNESIUM,15,4791.52
FQ575463,1881626786,INTERNAL MEDICINE,PREGABALIN,23,8823.19
GK717258,1003102856,GENERAL PRACTICE,ESOMEPRAZOLE MAGNESIUM,81,22418.56
XM529940,1386781136,INTERNAL MEDICINE,METFORMIN HCL,39,501.04
YG960392,1861473837,OTOLARYNGOLOGY,PREDNISONE,115,356.9
